player,age,team_id,per,ws,bpm,year
Derrick Rose,28,NYK,17.0,3.0,-1.0,2017
Ricky Rubio,26,MIN,16.8,6.1,0.9,2017
Brandon Rush,31,MIN,6.6,0.4,-2.5,2017
D'Angelo Russell,20,LAL,15.3,1.3,-0.8,2017
Domantas Sabonis,20,OKC,6.9,0.8,-4.5,2017
Larry Sanders,28,CLE,6.5,0.0,-15.0,2017
Luis Scola,36,BRK,13.9,0.8,-2.9,2017
Mike Scott,28,ATL,5.9,-0.1,-5.5,2017
Thabo Sefolosha,32,ATL,11.9,3.3,0.4,2017
Ramon Sessions,30,CHO,12.4,0.9,-2.4,2017
Iman Shumpert,26,CLE,9.0,2.0,-2.3,2017
Pascal Siakam,22,TOR,11.5,1.6,-2.4,2017
Jonathon Simmons,27,SAS,9.9,2.0,-2.6,2017
Kyle Singler,28,OKC,5.9,0.3,-4.3,2017
J.R. Smith,31,CLE,8.1,0.8,-2.1,2017
Jason Smith,30,WAS,13.6,2.3,-1.8,2017
Marreese Speights,29,LAC,17.5,4.2,0.6,2017
Tiago Splitter,32,PHI,15.0,0.1,-4.3,2017
Nik Stauskas,23,PHI,9.0,1.4,-2.8,2017
Lance Stephenson,26,NOP,10.3,0.1,-3.6,2017
Lance Stephenson,26,MIN,6.6,-0.1,-7.3,2017
Lance Stephenson,26,IND,10.3,0.0,-2.7,2017
Jarnell Stokes,23,DEN,31.5,0.1,16.8,2017
Diamond Stone,19,LAC,-1.2,-0.1,-20.8,2017
Jared Sullinger,24,TOR,6.0,-0.1,-7.2,2017
Edy Tavares,24,ATL,13.1,0.0,-1.1,2017
Edy Tavares,24,CLE,22.6,0.1,4.1,2017
Jeff Teague,28,IND,19.2,8.1,2.2,2017
Jason Terry,39,MIL,9.1,2.1,-0.9,2017
Isaiah Thomas,27,BOS,26.5,12.5,6.7,2017
Lance Thomas,28,NYK,8.4,0.9,-3.5,2017
Klay Thompson,26,GSW,17.4,7.1,0.8,2017
Tristan Thompson,25,CLE,15.3,7.3,-0.7,2017
Marcus Thornton,29,WAS,10.4,0.5,-2.4,2017
Mike Tobey,22,CHO,-0.1,0.0,-9.5,2017
Anthony Tolliver,31,SAC,11.1,2.3,-1.0,2017
Axel Toupane,24,MIL,-9.9,0.0,-18.8,2017
Axel Toupane,24,NOP,8.6,0.1,-4.4,2017
Karl-Anthony Towns,21,MIN,25.9,12.7,4.7,2017
Evan Turner,28,POR,11.4,1.2,-2.5,2017
Myles Turner,20,IND,18.5,8.0,1.1,2017
Beno Udrih,34,DET,16.2,1.3,0.3,2017
Jarrod Uthoff,23,DAL,13.9,0.2,-2.2,2017
Denzel Valentine,23,CHI,7.3,0.6,-3.3,2017
Fred VanVleet,22,TOR,10.5,0.2,-2.1,2017
Rashad Vaughn,20,MIL,7.8,0.0,-3.6,2017
Dwyane Wade,35,CHI,18.5,3.4,2.5,2017
Dion Waiters,25,MIA,14.5,1.6,-0.1,2017
Kemba Walker,26,CHO,21.3,8.1,4.1,2017
John Wall,26,WAS,23.2,8.8,4.7,2017
Briante Weber,24,GSW,5.9,0.0,-8.4,2017
Briante Weber,24,CHO,12.5,0.3,-2.3,2017
Russell Westbrook,28,OKC,30.6,13.1,11.1,2017
Okaro White,24,MIA,7.5,0.6,-3.1,2017
Isaiah Whitehead,21,BRK,7.6,-0.8,-5.1,2017
Hassan Whiteside,27,MIA,22.6,9.5,1.5,2017
Andrew Wiggins,21,MIN,16.5,4.2,-1.7,2017
C.J. Wilcox,26,ORL,2.9,-0.2,-8.1,2017
Alan Williams,24,PHO,19.5,2.1,-1.3,2017
Deron Williams,32,DAL,15.0,1.8,-1.3,2017
Deron Williams,32,CLE,11.4,0.6,-3.0,2017
Derrick Williams,25,MIA,10.1,0.3,-3.4,2017
Derrick Williams,25,CLE,11.1,0.8,-2.5,2017
Lou Williams,30,LAL,23.9,4.9,5.8,2017
Lou Williams,30,HOU,15.4,1.2,-0.5,2017
Troy Williams,22,MEM,7.8,0.0,-4.4,2017
Troy Williams,22,HOU,12.8,0.3,-1.9,2017
Kyle Wiltjer,24,HOU,6.7,0.0,-5.4,2017
Justise Winslow,20,MIA,8.2,-0.1,-3.8,2017
Jeff Withey,26,UTA,18.8,1.8,1.4,2017
Christian Wood,21,CHO,15.1,0.3,-2.6,2017
Brandan Wright,29,MEM,18.5,1.6,1.7,2017
Delon Wright,24,TOR,15.0,1.1,2.0,2017
James Young,21,BOS,10.0,0.3,-1.3,2017
Joe Young,24,IND,11.4,-0.1,-5.2,2017
Nick Young,31,LAL,14.1,3.2,-0.1,2017
Thaddeus Young,28,IND,14.9,4.6,0.5,2017
Cody Zeller,24,CHO,16.7,5.6,0.2,2017
Tyler Zeller,27,BOS,13.0,1.0,-2.4,2017
Stephen Zimmerman,20,ORL,7.3,0.0,-8.3,2017
Ivica Zubac,19,LAL,17.0,1.1,-1.7,2017
Quincy Acy,25,SAC,14.7,2.5,-0.1,2016
Jordan Adams,21,MEM,17.3,0.0,6.9,2016
Steven Adams,22,OKC,15.5,6.5,0.2,2016
Alexis Ajinça,27,NOP,13.8,1.0,-4.0,2016
Cole Aldrich,27,LAC,21.3,3.5,2.4,2016
LaMarcus Aldridge,30,SAS,22.4,10.1,2.3,2016
Tony Allen,34,MEM,12.9,2.4,-1.0,2016
Al-Farouq Aminu,25,POR,12.7,4.0,0.1,2016
Lou Amundson,33,NYK,6.7,-0.1,-6.9,2016
Alan Anderson,33,WAS,9.2,0.3,-2.3,2016
Justin Anderson,22,DAL,12.3,1.1,0.3,2016
Kyle Anderson,22,SAS,12.9,3.5,1.4,2016
Carmelo Anthony,31,NYK,20.3,6.4,3.3,2016
Trevor Ariza,30,HOU,12.9,5.4,0.4,2016
Darrell Arthur,27,DEN,12.5,2.3,-0.8,2016
Leandro Barbosa,33,GSW,11.7,2.1,-2.0,2016
J.J. Barea,31,DAL,15.4,2.8,0.0,2016
Will Barton,25,DEN,16.0,4.3,0.8,2016
Nicolas Batum,27,CHO,15.6,5.0,1.2,2016
Jerryd Bayless,27,MIL,12.4,2.4,-0.8,2016
Aron Baynes,29,DET,17.8,4.1,-0.2,2016
Kent Bazemore,26,ATL,13.4,4.1,0.3,2016
Bradley Beal,22,WAS,15.5,2.7,0.3,2016
Marco Belinelli,29,SAC,9.4,0.5,-3.8,2016
Anthony Bennett,22,TOR,10.4,0.1,-3.9,2016
Patrick Beverley,27,HOU,13.0,4.4,0.2,2016
Bismack Biyombo,23,TOR,14.9,5.9,-0.2,2016
Nemanja Bjelica,27,MIN,11.2,1.9,-0.7,2016
Tarik Black,24,LAL,12.3,0.7,-3.3,2016
DeJuan Blair,26,WAS,5.4,-0.1,-8.9,2016
Steve Blake,35,DET,9.8,1.1,-2.4,2016
Eric Bledsoe,26,PHO,20.0,2.5,3.3,2016
Andrew Bogut,31,GSW,15.9,5.4,2.4,2016
Devin Booker,19,PHO,11.9,1.9,-2.8,2016
Trevor Booker,28,UTA,14.4,4.3,0.0,2016
Chris Bosh,31,MIA,20.2,6.4,4.0,2016
Avery Bradley,25,BOS,13.2,4.8,-0.1,2016
Corey Brewer,29,HOU,9.9,1.2,-2.9,2016
Aaron Brooks,31,CHI,11.8,0.9,-2.6,2016
Anthony Brown,23,LAL,4.9,-0.3,-5.5,2016
Lorenzo Brown,25,PHO,4.4,-0.2,-8.4,2016
Markel Brown,24,BRK,11.3,0.6,-3.0,2016
Chase Budinger,27,IND,11.1,1.3,-0.7,2016
Chase Budinger,27,PHO,9.2,0.1,-3.4,2016
Reggie Bullock,24,DET,12.0,1.2,0.8,2016
Trey Burke,23,UTA,14.0,2.1,-0.5,2016
Alec Burks,24,UTA,14.3,1.5,-0.4,2016
Caron Butler,35,SAC,11.3,0.3,-1.8,2016
Jimmy Butler,26,CHI,21.3,9.1,4.4,2016
Rasual Butler,36,SAS,13.4,1.3,2.9,2016
Bruno Caboclo,20,TOR,-7.7,-0.3,-17.6,2016
Kentavious Caldwell-Pope,22,DET,12.4,5.3,-0.3,2016
Isaiah Canaan,24,PHI,11.1,1.4,-2.4,2016
Clint Capela,21,HOU,18.3,4.4,-0.4,2016
DeMarre Carroll,29,TOR,11.9,1.2,0.3,2016
Vince Carter,39,MEM,12.7,1.8,-1.0,2016
Omri Casspi,27,SAC,13.9,3.6,0.1,2016
Willie Cauley-Stein,22,SAC,15.3,3.8,-0.8,2016
Mario Chalmers,29,MIA,9.5,0.1,-2.0,2016
Mario Chalmers,29,MEM,18.0,3.7,1.7,2016
Tyson Chandler,33,PHO,14.7,3.8,-1.1,2016
Rakeem Christmas,24,IND,32.0,0.0,6.5,2016
Ian Clark,24,GSW,11.5,0.9,-1.9,2016
Jordan Clarkson,23,LAL,14.3,2.1,-1.6,2016
Darren Collison,28,SAC,15.9,5.2,0.1,2016
Nick Collison,35,OKC,7.7,0.8,-3.1,2016
DeMarcus Cousins,25,SAC,23.6,5.7,3.3,2016
Jamal Crawford,35,LAC,14.0,3.3,-1.4,2016
Jae Crowder,25,BOS,15.8,7.3,2.2,2016
Dante Cunningham,28,NOP,8.6,2.1,-2.8,2016
Jared Cunningham,24,CLE,5.9,0.1,-5.6,2016
Jared Cunningham,24,MIL,5.8,0.0,-6.8,2016
Seth Curry,25,SAC,13.8,1.4,-0.2,2016
Stephen Curry,27,GSW,31.5,17.9,11.9,2016
Troy Daniels,24,CHO,14.9,1.1,0.7,2016
Anthony Davis,22,NOP,25.0,7.2,3.9,2016
Ed Davis,26,POR,18.7,6.7,1.9,2016
Dewayne Dedmon,26,ORL,17.0,2.4,-0.9,2016
Sam Dekker,21,HOU,10.8,0.0,2.2,2016
Matthew Dellavedova,25,CLE,11.3,3.8,-1.2,2016
Luol Deng,30,MIA,15.0,6.4,0.8,2016
DeMar DeRozan,26,TOR,21.5,9.9,2.5,2016
Boris Diaw,33,SAS,14.0,3.8,0.8,2016
Gorgui Dieng,26,MIN,17.1,5.9,0.8,2016
Andre Drummond,22,DET,21.2,7.4,1.1,2016
Jared Dudley,30,WAS,11.7,4.6,-0.1,2016
Kevin Durant,27,OKC,28.2,14.5,9.9,2016
Jarell Eddie,24,WAS,11.0,0.1,-1.5,2016
James Ennis,25,MIA,2.4,0.0,-1.8,2016
James Ennis,25,MEM,18.3,0.1,4.4,2016
James Ennis,25,NOP,18.1,0.8,1.2,2016
Tyler Ennis,21,MIL,10.7,0.4,-4.3,2016
Jeremy Evans,28,DAL,12.6,0.6,-0.4,2016
Tyreke Evans,26,NOP,17.9,1.4,1.7,2016
Festus Ezeli,26,GSW,17.7,2.7,-0.1,2016
Kenneth Faried,26,DEN,21.0,5.5,0.3,2016
Derrick Favors,24,UTA,21.6,7.1,3.3,2016
Raymond Felton,31,DAL,11.9,2.7,-1.6,2016
Evan Fournier,23,ORL,14.6,5.7,-0.3,2016
Randy Foye,32,DEN,7.8,0.0,-3.7,2016
Randy Foye,32,OKC,7.1,0.4,-2.3,2016
Tim Frazier,25,POR,4.7,-0.3,-6.8,2016
Tim Frazier,25,NOP,19.1,1.2,0.8,2016
Jimmer Fredette,26,NOP,-1.6,-0.1,-12.3,2016
Jimmer Fredette,26,NYK,47.4,0.1,22.6,2016
Danilo Gallinari,27,DEN,19.0,6.3,2.7,2016
Langston Galloway,24,NYK,11.7,3.3,-1.0,2016
Marc Gasol,31,MEM,17.7,3.7,1.7,2016
Pau Gasol,35,CHI,21.7,7.1,4.9,2016
Rudy Gay,29,SAC,15.5,3.8,-0.3,2016
Alonzo Gee,28,NOP,8.4,1.9,-2.6,2016
Paul George,25,IND,20.9,9.2,4.9,2016
Rudy Gobert,23,UTA,17.5,6.4,2.2,2016
Drew Gooden,34,WAS,7.5,0.0,-6.3,2016
Aaron Gordon,20,ORL,17.0,5.4,1.0,2016
Eric Gordon,27,NOP,13.5,2.1,-0.1,2016
Marcin Gortat,31,WAS,19.0,7.3,0.6,2016
Jerami Grant,21,PHI,12.6,2.1,-1.7,2016
Jerian Grant,23,NYK,11.2,0.8,-3.1,2016
Draymond Green,25,GSW,19.3,11.1,5.5,2016
JaMychal Green,25,MEM,14.6,2.6,-2.5,2016
Jeff Green,29,MEM,13.4,2.2,-1.4,2016
Jeff Green,29,LAC,12.0,0.9,-2.5,2016
Blake Griffin,26,LAC,22.1,3.8,4.5,2016
Jordan Hamilton,25,NOP,12.4,0.2,-3.3,2016
Tyler Hansbrough,30,CHO,12.5,1.0,-3.8,2016
James Harden,26,HOU,25.3,13.3,6.6,2016
Maurice Harkless,22,POR,13.3,2.9,-0.5,2016
Justin Harper,26,DET,6.9,0.0,-4.2,2016
Montrezl Harrell,22,HOU,14.6,0.9,-0.6,2016
Devin Harris,32,DAL,13.1,2.5,0.1,2016
Gary Harris,21,DEN,12.7,4.0,-0.9,2016
Joe Harris,24,CLE,3.4,0.0,-5.9,2016
Tobias Harris,23,ORL,15.0,3.3,0.6,2016
Tobias Harris,23,DET,18.2,3.3,3.1,2016
Aaron Harrison,21,CHO,4.3,0.0,-6.3,2016
Udonis Haslem,35,MIA,9.1,0.4,-2.6,2016
Spencer Hawes,27,CHO,12.4,1.9,-0.6,2016
Chuck Hayes,32,HOU,1.6,0.0,-8.1,2016
Gordon Hayward,25,UTA,18.3,8.9,2.6,2016
Gerald Henderson,28,POR,12.9,2.0,-1.8,2016
John Henson,25,MIL,18.6,2.3,0.2,2016
Roy Hibbert,29,LAL,11.2,2.2,-3.2,2016
George Hill,29,IND,13.2,6.2,0.7,2016
Solomon Hill,24,IND,12.2,2.1,0.1,2016
Darrun Hilliard,22,DET,10.7,0.5,-2.5,2016
Justin Holiday,26,ATL,4.7,-0.1,-5.6,2016
Justin Holiday,26,CHI,11.8,0.8,-1.9,2016
Ryan Hollins,31,WAS,7.2,0.0,-6.1,2016
Ryan Hollins,31,MEM,12.9,0.9,-3.5,2016
Richaun Holmes,22,PHI,15.9,1.5,-1.5,2016
Rodney Hood,23,UTA,14.1,6.0,0.7,2016
Al Horford,29,ATL,19.4,9.4,3.8,2016
Dwight Howard,30,HOU,18.9,6.6,0.1,2016
Marcelo Huertas,32,LAL,10.4,-0.1,-5.0,2016
Josh Huestis,24,OKC,6.7,0.0,-2.8,2016
Kris Humphries,30,WAS,11.8,0.7,-2.3,2016
Kris Humphries,30,PHO,13.5,0.0,-2.7,2016
Kris Humphries,30,ATL,14.9,0.9,-1.4,2016
Andre Iguodala,32,GSW,12.2,4.4,1.1,2016
Joe Ingles,28,UTA,10.3,2.3,0.2,2016
Damien Inglis,20,MIL,6.7,-0.1,-5.6,2016
Kyrie Irving,23,CLE,19.9,5.0,2.3,2016
Jarrett Jack,32,BRK,14.5,0.9,-0.7,2016
Reggie Jackson,25,DET,19.6,6.9,2.7,2016
LeBron James,31,CLE,27.5,13.6,9.0,2016
Cory Jefferson,25,PHO,12.7,0.1,-6.4,2016
John Jenkins,24,DAL,7.2,-0.1,-5.7,2016
John Jenkins,24,PHO,11.9,0.4,-1.1,2016
Jonas Jerebko,28,BOS,10.3,2.4,-2.0,2016
Amir Johnson,28,BOS,16.0,5.9,1.2,2016
James Johnson,28,TOR,11.4,1.3,-1.0,2016
Joe Johnson,34,BRK,10.7,0.7,-2.6,2016
Joe Johnson,34,MIA,15.2,2.0,-0.1,2016
Orlando Johnson,26,PHO,10.1,0.0,-2.4,2016
Orlando Johnson,26,NOP,-2.1,-0.2,-13.4,2016
Stanley Johnson,19,DET,8.7,0.6,-3.3,2016
Tyler Johnson,23,MIA,13.8,2.0,0.7,2016
Dahntay Jones,35,CLE,10.3,0.1,-3.0,2016
Terrence Jones,24,HOU,13.5,1.5,-2.1,2016
Tyus Jones,19,MIN,11.2,0.3,-2.4,2016
DeAndre Jordan,27,LAC,20.6,11.5,2.8,2016
Cory Joseph,24,TOR,12.4,3.5,-1.2,2016
Chris Kaman,33,POR,11.1,0.1,-3.6,2016
Frank Kaminsky,22,CHO,12.5,3.3,-0.8,2016
Ryan Kelly,24,LAL,10.3,0.1,-3.5,2016
Michael Kidd-Gilchrist,22,CHO,16.9,0.6,0.0,2016
Sean Kilpatrick,26,DEN,8.0,0.1,-3.8,2016
Sean Kilpatrick,26,BRK,16.7,0.9,-1.9,2016
Brandon Knight,24,PHO,14.7,1.7,-0.6,2016
Kyle Korver,34,ATL,9.7,4.1,-1.0,2016
Kosta Koufos,26,SAC,15.1,3.5,-2.0,2016
Shane Larkin,23,BRK,13.3,1.4,-2.0,2016
Joffrey Lauvergne,24,DEN,15.7,2.3,-1.6,2016
Zach LaVine,20,MIN,14.3,2.6,-1.5,2016
Ty Lawson,28,HOU,8.9,0.4,-4.1,2016
Ty Lawson,28,IND,13.7,0.5,-1.2,2016
David Lee,32,BOS,15.5,0.9,0.0,2016
David Lee,32,DAL,24.0,2.1,2.8,2016
Alex Len,22,PHO,12.4,1.3,-4.3,2016
Kawhi Leonard,24,SAS,26.0,13.7,9.1,2016
Jon Leuer,26,PHO,16.2,2.7,0.0,2016
Damian Lillard,25,POR,22.2,9.2,4.4,2016
Jeremy Lin,27,CHO,13.8,3.5,-0.9,2016
Shaun Livingston,30,GSW,13.8,4.6,0.3,2016
Kevon Looney,19,GSW,18.6,0.1,-2.5,2016
Robin Lopez,27,NYK,17.6,5.8,-0.2,2016
Kevin Love,27,CLE,19.0,8.5,3.3,2016
Kyle Lowry,29,TOR,22.2,11.6,5.8,2016
Trey Lyles,20,UTA,11.6,2.3,-1.8,2016
Shelvin Mack,25,ATL,15.4,0.2,-2.9,2016
Shelvin Mack,25,UTA,13.2,1.2,-1.3,2016
Ian Mahinmi,29,IND,16.6,6.2,0.9,2016
Devyn Marble,23,ORL,5.2,-0.1,-6.2,2016
Kendall Marshall,24,PHI,6.7,-0.5,-7.3,2016
Jarell Martin,21,MEM,14.0,0.8,-3.7,2016
Wesley Matthews,29,DAL,10.9,3.7,-1.0,2016
Luc Mbah a Moute,29,LAC,7.3,1.6,-2.6,2016
James Michael McAdoo,23,GSW,15.9,0.8,-1.8,2016
Ray McCallum,24,SAS,10.3,0.5,-1.7,2016
Ray McCallum,24,MEM,7.7,-0.2,-4.7,2016
CJ McCollum,24,POR,17.7,6.0,1.3,2016
T.J. McConnell,23,PHI,14.5,1.9,-1.2,2016
K.J. McDaniels,22,HOU,10.6,0.2,-3.9,2016
Doug McDermott,24,CHI,10.9,2.8,-2.9,2016
Mitch McGary,23,OKC,7.4,0.0,-7.3,2016
JaVale McGee,28,DAL,19.9,1.1,-0.3,2016
Ben McLemore,22,SAC,8.6,0.3,-3.8,2016
Jordan McRae,24,PHO,14.2,0.2,-1.1,2016
Jordan McRae,24,CLE,14.2,0.2,-2.4,2016
Josh McRoberts,28,MIA,9.9,0.8,-1.6,2016
Jodie Meeks,28,DET,13.5,0.1,-2.9,2016
Salah Mejri,29,DAL,16.8,1.3,0.2,2016
Jordan Mickey,21,BOS,15.3,0.1,-1.5,2016
Khris Middleton,24,MIL,16.8,6.1,0.6,2016
C.J. Miles,28,IND,14.0,3.1,0.5,2016
Patty Mills,27,SAS,14.6,4.8,1.5,2016
Elijah Millsap,28,UTA,6.5,0.1,-3.8,2016
Paul Millsap,30,ATL,21.3,10.1,4.2,2016
Nazr Mohammed,38,OKC,6.0,0.0,-11.7,2016
Greg Monroe,25,MIL,21.8,7.5,2.1,2016
E'Twaun Moore,26,CHI,11.4,1.8,-1.9,2016
Eric Moreland,24,SAC,7.4,0.0,-4.5,2016
Marcus Morris,26,DET,12.7,5.4,-0.2,2016
Markieff Morris,26,PHO,10.8,-0.5,-3.7,2016
Markieff Morris,26,WAS,14.0,1.1,-0.9,2016
Anthony Morrow,30,OKC,10.7,1.9,-1.1,2016
Emmanuel Mudiay,19,DEN,9.9,-2.1,-4.2,2016
Shabazz Muhammad,23,MIN,15.2,2.7,-2.5,2016
Xavier Munford,23,MEM,9.9,0.1,-2.5,2016
Shabazz Napier,24,ORL,9.6,0.1,-3.0,2016
Jameer Nelson,33,DEN,9.5,0.5,-3.0,2016
Raul Neto,23,UTA,10.2,1.8,-2.0,2016
Andrew Nicholson,26,ORL,14.8,1.6,-1.1,2016
Joakim Noah,30,CHI,14.1,1.1,1.6,2016
Nerlens Noel,21,PHI,16.2,3.0,-0.2,2016
Lucas Nogueira,23,TOR,15.6,0.7,0.0,2016
Steve Novak,32,OKC,20.8,0.1,5.2,2016
Steve Novak,32,MIL,6.7,0.0,-3.6,2016
Dirk Nowitzki,37,DAL,19.0,6.8,2.5,2016
Kyle O'Quinn,25,NYK,17.5,1.6,0.4,2016
Jahlil Okafor,20,PHI,17.1,1.2,-2.3,2016
Victor Oladipo,23,ORL,16.7,4.9,1.7,2016
Kelly Olynyk,24,BOS,16.3,4.1,1.9,2016
Zaza Pachulia,31,DAL,16.2,6.0,-0.2,2016
Jabari Parker,20,MIL,14.8,3.6,-2.0,2016
Tony Parker,33,SAS,16.2,5.8,0.4,2016
Chandler Parsons,27,DAL,16.2,4.3,2.0,2016
Patrick Patterson,26,TOR,10.6,3.6,-0.1,2016
Chris Paul,30,LAC,26.2,12.7,7.9,2016
Adreian Payne,24,MIN,5.6,-0.5,-6.2,2016
Cameron Payne,21,OKC,12.9,1.4,-0.7,2016
Elfrid Payton,21,ORL,13.9,2.2,-1.2,2016
Kendrick Perkins,31,NOP,6.0,-0.1,-5.0,2016
Paul Pierce,38,LAC,8.2,0.9,-3.3,2016
Mason Plumlee,25,POR,17.2,6.1,1.5,2016
Bobby Portis,20,CHI,13.8,1.5,-3.3,2016
Dwight Powell,24,DAL,16.8,3.1,0.1,2016
Norman Powell,22,TOR,13.3,1.6,-0.3,2016
Phil Pressey,24,PHI,11.8,0.0,-2.6,2016
Phil Pressey,24,PHO,8.6,-0.1,-3.9,2016
Pablo Prigioni,38,LAC,10.2,1.5,-0.4,2016
Zach Randolph,34,MEM,18.3,4.3,-0.3,2016
Josh Richardson,22,MIA,11.4,2.5,-0.4,2016
Austin Rivers,23,LAC,11.1,1.9,-2.7,2016
Andre Roberson,24,OKC,10.2,3.4,0.5,2016
Nate Robinson,31,NOP,2.6,0.0,-4.6,2016
Thomas Robinson,24,BRK,14.5,0.6,-3.8,2016
Rajon Rondo,29,SAC,16.9,4.6,1.0,2016
Derrick Rose,27,CHI,13.4,0.4,-2.5,2016
Ricky Rubio,25,MIN,17.6,5.8,1.8,2016
Brandon Rush,30,GSW,10.1,2.0,-0.8,2016
D'Angelo Russell,19,LAL,13.2,0.0,-2.3,2016
Robert Sacre,26,LAL,10.4,0.3,-4.6,2016
JaKarr Sampson,22,PHI,7.7,-0.3,-6.7,2016
JaKarr Sampson,22,DEN,9.3,0.4,-3.6,2016
Luis Scola,35,TOR,13.6,3.3,-1.1,2016
Mike Scott,27,ATL,14.0,3.2,-0.1,2016
Thabo Sefolosha,31,ATL,12.4,4.5,0.8,2016
Ramon Sessions,29,WAS,15.9,3.8,-0.3,2016
Iman Shumpert,25,CLE,8.4,1.7,-1.5,2016
Jonathon Simmons,26,SAS,11.9,2.0,-2.7,2016
Henry Sims,25,BRK,13.9,0.4,-4.3,2016
Kyle Singler,27,OKC,6.6,1.1,-3.2,2016
Donald Sloan,28,BRK,13.9,2.0,-1.7,2016
Greg Smith,25,MIN,7.9,0.2,-5.5,2016
J.R. Smith,30,CLE,12.4,5.5,0.5,2016
Jason Smith,29,ORL,14.6,1.8,-2.2,2016
Marreese Speights,28,GSW,17.1,1.8,-3.7,2016
Tiago Splitter,31,ATL,13.7,1.7,-1.7,2016
Nik Stauskas,22,PHI,9.2,0.5,-3.8,2016
Lance Stephenson,25,LAC,9.8,0.9,-1.9,2016
Lance Stephenson,25,MEM,17.1,1.2,-0.5,2016
Jarnell Stokes,22,MEM,13.6,0.0,-3.9,2016
Jarnell Stokes,22,MIA,21.8,0.1,3.7,2016
Amar'e Stoudemire,33,MIA,17.3,2.4,-0.6,2016
Jared Sullinger,23,BOS,16.7,4.8,0.6,2016
Edy Tavares,23,ATL,14.4,0.2,-1.8,2016
Jeff Teague,27,ATL,17.9,5.9,1.3,2016
Jason Terry,38,HOU,10.2,1.5,-1.6,2016
Isaiah Thomas,26,BOS,21.5,9.7,4.3,2016
Lance Thomas,27,NYK,10.4,1.7,-3.2,2016
Jason Thompson,29,GSW,13.3,0.6,-1.3,2016
Jason Thompson,29,TOR,14.7,1.0,-0.6,2016
Klay Thompson,25,GSW,18.6,8.0,1.8,2016
Tristan Thompson,24,CLE,15.9,8.7,0.2,2016
Marcus Thornton,28,HOU,14.6,1.3,-0.8,2016
Marcus Thornton,28,WAS,15.5,0.4,0.8,2016
Anthony Tolliver,30,DET,10.2,2.8,0.4,2016
Axel Toupane,23,DEN,7.1,0.3,-4.7,2016
Karl-Anthony Towns,20,MIN,22.5,8.3,2.2,2016
Evan Turner,27,BOS,13.6,4.0,0.0,2016
Myles Turner,19,IND,15.4,3.1,-1.6,2016
Beno Udrih,33,MEM,12.6,0.1,-1.9,2016
Beno Udrih,33,MIA,8.9,0.4,-4.0,2016
Rashad Vaughn,19,MIL,4.2,-0.8,-5.7,2016
Dwyane Wade,34,MIA,20.3,4.9,1.9,2016
Dion Waiters,24,OKC,9.4,2.1,-2.8,2016
Kemba Walker,25,CHO,20.8,9.9,4.0,2016
John Wall,25,WAS,19.8,5.7,3.5,2016
Briante Weber,23,MEM,8.3,0.0,-4.0,2016
Briante Weber,23,MIA,39.3,0.0,12.9,2016
Sonny Weems,29,PHO,4.3,-0.4,-6.7,2016
Sonny Weems,29,PHI,0.8,-0.2,-10.2,2016
Russell Westbrook,27,OKC,27.6,14.0,7.8,2016
Hassan Whiteside,26,MIA,25.7,10.3,4.1,2016
Andrew Wiggins,20,MIN,16.5,4.1,-1.3,2016
C.J. Wilcox,25,LAC,12.9,0.3,-1.5,2016
Alan Williams,23,PHO,21.1,0.2,-0.2,2016
Deron Williams,31,DAL,14.6,3.7,-0.3,2016
Derrick Williams,24,NYK,17.2,3.6,0.3,2016
Elliot Williams,26,MEM,3.3,0.0,-7.9,2016
Lou Williams,29,LAL,17.7,4.7,1.3,2016
Mo Williams,33,CLE,12.4,1.1,-1.5,2016
Justise Winslow,19,MIA,8.4,2.5,-2.6,2016
Jeff Withey,25,UTA,17.7,2.3,1.0,2016
Christian Wood,20,PHI,16.4,0.3,-0.2,2016
Brandan Wright,28,MEM,18.3,0.7,0.7,2016
Delon Wright,23,TOR,17.8,0.6,0.9,2016
James Young,20,BOS,3.6,0.1,-4.5,2016
Joe Young,23,IND,9.9,-0.1,-4.7,2016
Nick Young,30,LAL,9.1,0.1,-3.7,2016
Thaddeus Young,27,BRK,17.5,4.1,0.0,2016
Cody Zeller,23,CHO,16.1,6.3,-0.1,2016
Tyler Zeller,26,BOS,15.4,1.7,-3.3,2016
Quincy Acy,24,NYK,11.9,1.7,-3.1,2015
Jordan Adams,20,MEM,12.8,0.4,1.4,2015
Steven Adams,21,OKC,14.1,4.1,-1.3,2015
Jeff Adrien,28,MIN,14.2,0.4,-2.4,2015
Alexis Ajinça,26,NOP,19.9,3.2,-0.3,2015
Furkan Aldemir,23,PHI,12.0,1.4,-3.6,2015
Cole Aldrich,26,NYK,18.1,2.2,0.3,2015
LaMarcus Aldridge,29,POR,22.8,8.6,2.9,2015
Tony Allen,33,MEM,14.6,4.1,1.6,2015
Al-Farouq Aminu,24,DAL,14.4,3.3,0.7,2015
Lou Amundson,32,CLE,3.8,0.0,-8.2,2015
Lou Amundson,32,NYK,12.5,0.4,-3.9,2015
Alan Anderson,32,BRK,10.6,2.7,-1.5,2015
Kyle Anderson,21,SAS,8.2,0.3,-1.4,2015
Carmelo Anthony,30,NYK,21.5,2.9,3.0,2015
Trevor Ariza,29,HOU,12.7,6.6,1.0,2015
Darrell Arthur,26,DEN,11.5,0.9,-1.7,2015
Leandro Barbosa,32,GSW,15.3,2.8,0.3,2015
