player,age,team_id,per,ws,bpm,year
J.J. Barea,30,DAL,15.1,2.7,-0.3,2015
Earl Barron,33,PHO,5.0,0.0,-7.4,2015
Will Barton,24,POR,8.3,0.0,-3.3,2015
Will Barton,24,DEN,15.9,1.3,1.2,2015
Nicolas Batum,26,POR,13.1,5.2,2.1,2015
Jerryd Bayless,26,MIL,11.1,2.4,-2.1,2015
Aron Baynes,28,SAS,15.9,3.9,-1.8,2015
Kent Bazemore,25,ATL,9.7,1.6,-2.1,2015
Bradley Beal,21,WAS,14.0,3.7,0.1,2015
Marco Belinelli,28,SAS,12.4,2.9,-1.0,2015
Anthony Bennett,21,MIN,11.4,0.3,-3.9,2015
Patrick Beverley,26,HOU,11.3,3.5,0.1,2015
Bismack Biyombo,22,CHO,15.2,4.0,-1.1,2015
Tarik Black,23,HOU,11.6,0.9,-3.9,2015
Tarik Black,23,LAL,16.3,2.2,-1.3,2015
DeJuan Blair,25,WAS,7.7,0.1,-8.4,2015
Steve Blake,34,POR,9.5,2.1,-1.8,2015
Eric Bledsoe,25,PHO,18.4,7.0,2.1,2015
Vander Blue,22,LAL,4.0,-0.2,-9.8,2015
Andrew Bogut,30,GSW,15.8,5.2,2.4,2015
Trevor Booker,27,UTA,15.3,3.6,-0.2,2015
Chris Bosh,30,MIA,19.8,3.6,1.3,2015
Avery Bradley,24,BOS,11.5,2.5,-2.2,2015
Corey Brewer,28,MIN,13.8,0.4,-0.8,2015
Corey Brewer,28,HOU,14.0,2.7,-1.1,2015
Aaron Brooks,30,CHI,14.4,3.3,-0.8,2015
Jabari Brown,22,LAL,11.0,0.4,-4.3,2015
Lorenzo Brown,24,MIN,11.0,0.3,-2.5,2015
Markel Brown,23,BRK,9.1,0.5,-2.6,2015
Chase Budinger,26,MIN,12.2,1.3,-1.8,2015
Reggie Bullock,23,LAC,8.8,0.4,-1.2,2015
Reggie Bullock,23,PHO,-3.1,-0.3,-10.2,2015
Trey Burke,22,UTA,12.6,2.4,-1.4,2015
Alec Burks,23,UTA,13.0,1.7,-1.7,2015
Caron Butler,34,DET,9.3,2.4,-1.7,2015
Jimmy Butler,25,CHI,21.3,11.2,4.6,2015
Rasual Butler,35,WAS,11.4,2.6,-0.8,2015
Bruno Caboclo,19,TOR,-1.8,-0.1,-18.2,2015
Nick Calathes,25,MEM,12.3,1.1,0.0,2015
Kentavious Caldwell-Pope,21,DET,11.2,2.8,-1.7,2015
Isaiah Canaan,23,HOU,11.8,0.6,-0.4,2015
Isaiah Canaan,23,PHI,12.8,0.8,-1.1,2015
Clint Capela,20,HOU,12.1,0.0,-5.4,2015
DeMarre Carroll,28,ATL,15.9,7.0,1.7,2015
Vince Carter,38,MEM,9.6,1.0,-1.7,2015
Omri Casspi,26,SAC,14.4,2.7,-0.8,2015
Mario Chalmers,28,MIA,11.7,2.8,-2.5,2015
Tyson Chandler,32,DAL,20.1,10.3,2.6,2015
Wilson Chandler,27,DEN,13.2,3.6,-0.6,2015
Ian Clark,23,UTA,8.3,0.1,-2.6,2015
Ian Clark,23,DEN,11.6,0.1,-5.0,2015
Jordan Clarkson,22,LAL,16.9,2.4,0.2,2015
Victor Claver,26,POR,9.2,0.1,-3.2,2015
Darren Collison,27,SAC,17.5,3.8,2.1,2015
Nick Collison,34,OKC,11.2,2.2,-1.0,2015
Jack Cooley,23,UTA,11.4,0.2,-5.7,2015
DeMarcus Cousins,24,SAC,25.2,6.0,4.3,2015
Jamal Crawford,34,LAC,16.6,3.6,0.7,2015
Jae Crowder,24,DAL,12.7,0.5,-0.1,2015
Jae Crowder,24,BOS,14.1,3.3,0.6,2015
Dante Cunningham,27,NOP,8.9,1.6,-2.5,2015
Jared Cunningham,23,LAC,7.3,0.0,-8.1,2015
Seth Curry,24,PHO,-11.4,0.0,-23.1,2015
Stephen Curry,26,GSW,28.0,15.7,9.9,2015
Troy Daniels,23,HOU,4.5,0.0,-6.4,2015
Troy Daniels,23,MIN,7.4,-0.1,-5.8,2015
Troy Daniels,23,CHO,16.1,0.3,2.2,2015
Anthony Davis,21,NOP,30.8,14.0,8.9,2015
Ed Davis,25,LAL,20.0,6.3,1.5,2015
Glen Davis,29,LAC,10.8,1.4,-3.1,2015
Andre Dawkins,23,MIA,-5.0,-0.1,-12.8,2015
Austin Daye,26,SAS,7.1,-0.1,-5.2,2015
Austin Daye,26,ATL,12.1,0.1,-0.5,2015
Dewayne Dedmon,25,ORL,13.3,1.7,-3.5,2015
Matthew Dellavedova,24,CLE,8.5,1.9,-2.8,2015
Luol Deng,29,MIA,15.5,5.4,0.0,2015
DeMar DeRozan,25,TOR,17.4,4.0,-0.9,2015
Boris Diaw,32,SAS,12.7,3.6,-0.4,2015
Gorgui Dieng,25,MIN,17.2,4.9,0.2,2015
Andre Drummond,21,DET,21.4,7.7,-0.1,2015
Jared Dudley,29,MIL,12.3,4.1,0.6,2015
Kevin Durant,26,OKC,27.6,4.8,10.0,2015
James Ennis,24,MIA,11.5,1.9,-1.5,2015
Tyler Ennis,20,PHO,12.0,0.0,-1.8,2015
Tyler Ennis,20,MIL,6.6,-0.3,-4.8,2015
Jeremy Evans,27,UTA,20.5,1.3,4.2,2015
Reggie Evans,34,SAC,11.7,1.2,-2.4,2015
Tyreke Evans,25,NOP,17.7,4.6,1.2,2015
Dante Exum,19,UTA,5.7,-0.1,-4.3,2015
Festus Ezeli,25,GSW,16.2,1.7,-1.8,2015
Kenneth Faried,25,DEN,18.4,5.6,-0.1,2015
Derrick Favors,23,UTA,21.8,8.3,2.5,2015
Raymond Felton,30,DAL,12.4,0.2,-1.4,2015
Landry Fields,26,TOR,10.8,0.3,-0.1,2015
Evan Fournier,22,ORL,12.4,2.1,-1.8,2015
Randy Foye,31,DEN,11.0,1.0,-1.2,2015
Tim Frazier,24,PHI,5.9,-0.3,-6.9,2015
Tim Frazier,24,POR,13.7,0.2,-0.8,2015
Jimmer Fredette,25,NOP,9.8,0.2,-4.7,2015
Danilo Gallinari,26,DEN,16.8,3.9,2.4,2015
Langston Galloway,23,NYK,12.3,1.3,-2.3,2015
Marc Gasol,30,MEM,21.7,10.2,5.1,2015
Pau Gasol,34,CHI,22.7,10.4,3.5,2015
Rudy Gay,28,SAC,19.7,6.1,2.7,2015
Alonzo Gee,27,DEN,14.0,1.1,0.2,2015
Alonzo Gee,27,POR,9.7,0.1,-3.2,2015
Paul George,24,IND,13.0,0.0,-2.2,2015
Rudy Gobert,22,UTA,21.6,9.3,4.2,2015
Drew Gooden,33,WAS,11.9,1.7,-1.4,2015
Aaron Gordon,19,ORL,11.4,1.0,-2.7,2015
Eric Gordon,26,NOP,12.7,2.9,-1.0,2015
Marcin Gortat,30,WAS,18.2,8.6,1.5,2015
Danny Granger,31,MIA,8.6,0.6,-3.9,2015
Jerami Grant,20,PHI,8.7,0.5,-3.3,2015
Draymond Green,24,GSW,16.4,8.5,3.5,2015
JaMychal Green,24,SAS,9.9,0.0,-4.2,2015
JaMychal Green,24,MEM,15.8,0.4,-0.7,2015
Jeff Green,28,BOS,14.6,2.0,-1.1,2015
Jeff Green,28,MEM,14.2,3.1,0.6,2015
Blake Griffin,25,LAC,22.8,9.0,4.0,2015
Jordan Hamilton,24,LAC,8.3,0.1,-2.4,2015
Justin Hamilton,24,MIA,9.7,0.4,-3.2,2015
Justin Hamilton,24,MIN,18.0,1.1,0.7,2015
Tyler Hansbrough,29,TOR,13.3,3.4,-1.3,2015
James Harden,25,HOU,26.7,16.4,8.8,2015
Maurice Harkless,21,ORL,8.4,0.3,-3.6,2015
Devin Harris,31,DAL,14.8,4.2,1.4,2015
Gary Harris,20,DEN,4.9,-0.7,-5.3,2015
Joe Harris,23,CLE,5.6,0.2,-5.6,2015
Tobias Harris,22,ORL,16.7,4.8,0.5,2015
Udonis Haslem,34,MIA,10.6,1.4,-3.7,2015
Spencer Hawes,26,LAC,9.8,1.2,-2.3,2015
Chuck Hayes,31,TOR,10.4,0.5,-1.0,2015
Gordon Hayward,24,UTA,20.2,8.7,4.0,2015
Gerald Henderson,27,CHO,13.2,3.6,-1.4,2015
Xavier Henry,23,LAL,4.9,-0.1,-7.2,2015
John Henson,24,MIL,18.0,3.6,0.7,2015
Roy Hibbert,28,IND,15.4,4.2,-1.2,2015
George Hill,28,IND,21.5,5.4,5.3,2015
Solomon Hill,23,IND,10.2,3.5,-1.5,2015
Justin Holiday,25,GSW,12.1,1.3,-1.4,2015
Ryan Hollins,30,SAC,13.1,1.0,-2.3,2015
Rodney Hood,22,UTA,12.3,2.2,-0.7,2015
Al Horford,28,ATL,21.4,8.7,4.1,2015
Dwight Howard,29,HOU,19.2,3.6,-0.4,2015
Lester Hudson,30,LAC,16.0,0.2,4.1,2015
Robbie Hummel,25,MIN,9.7,0.8,-4.1,2015
Kris Humphries,29,WAS,15.4,3.8,-1.0,2015
Andre Iguodala,31,GSW,12.3,5.1,0.9,2015
Joe Ingles,27,UTA,9.6,2.2,-1.2,2015
Kyrie Irving,22,CLE,21.5,10.4,4.1,2015
Jarrett Jack,31,BRK,14.6,2.6,-1.1,2015
Reggie Jackson,24,OKC,15.6,2.9,0.7,2015
Reggie Jackson,24,DET,19.8,2.0,1.9,2015
Bernard James,29,DAL,16.0,0.5,0.8,2015
LeBron James,30,CLE,25.9,10.4,7.1,2015
Cory Jefferson,24,BRK,13.2,0.8,-3.0,2015
John Jenkins,23,ATL,15.9,0.9,0.3,2015
Jonas Jerebko,27,DET,14.5,1.9,1.0,2015
Jonas Jerebko,27,BOS,15.5,1.5,0.6,2015
Amir Johnson,27,TOR,15.4,5.1,-0.1,2015
James Johnson,27,TOR,17.9,4.1,2.4,2015
Joe Johnson,33,BRK,14.1,4.1,-0.1,2015
Tyler Johnson,22,MIA,12.0,0.8,-0.9,2015
Dahntay Jones,34,LAC,1.9,0.0,-8.3,2015
Perry Jones,23,OKC,6.9,0.2,-4.4,2015
Terrence Jones,23,HOU,18.3,3.0,1.2,2015
DeAndre Jordan,26,LAC,21.0,12.8,2.9,2015
Cory Joseph,23,SAS,15.5,4.5,1.4,2015
Chris Kaman,32,POR,17.3,3.3,-0.8,2015
Ryan Kelly,23,LAL,8.6,0.7,-3.3,2015
Michael Kidd-Gilchrist,21,CHO,15.1,3.8,-0.5,2015
Sean Kilpatrick,25,MIN,10.0,0.1,-2.2,2015
Brandon Knight,23,MIL,18.5,4.4,2.5,2015
Brandon Knight,23,PHO,10.5,0.1,-2.9,2015
Kyle Korver,33,ATL,14.8,7.5,2.8,2015
Kosta Koufos,25,MEM,14.2,3.3,-1.2,2015
Shane Larkin,22,NYK,10.9,1.7,-2.8,2015
Joffrey Lauvergne,23,DEN,10.5,0.1,-5.6,2015
Zach LaVine,19,MIN,11.3,-0.7,-4.6,2015
Ty Lawson,27,DEN,18.5,7.0,2.2,2015
Ricky Ledo,22,DAL,-22.5,-0.2,-31.4,2015
Ricky Ledo,22,NYK,7.6,-0.4,-7.0,2015
David Lee,31,GSW,17.8,3.2,0.9,2015
Alex Len,21,PHO,13.5,3.4,-1.8,2015
Kawhi Leonard,23,SAS,22.0,8.6,5.9,2015
Jon Leuer,25,MEM,11.9,1.3,-2.8,2015
Damian Lillard,24,POR,20.7,10.6,4.7,2015
Jeremy Lin,26,LAL,15.6,2.7,-0.4,2015
Shaun Livingston,29,GSW,12.9,3.3,-0.8,2015
Robin Lopez,26,POR,16.2,5.1,0.1,2015
Kevin Love,26,CLE,18.8,8.7,2.7,2015
Kyle Lowry,28,TOR,19.3,7.1,3.0,2015
John Lucas III,32,DET,13.0,0.3,-2.2,2015
Shelvin Mack,24,ATL,13.2,1.3,-1.7,2015
Ian Mahinmi,28,IND,10.8,2.1,-2.5,2015
Devyn Marble,22,ORL,5.9,-0.1,-4.8,2015
Shawn Marion,36,CLE,11.0,1.7,-1.0,2015
Kendall Marshall,23,MIL,12.4,0.8,-0.8,2015
Cartier Martin,30,DET,1.6,-0.2,-7.2,2015
Kenyon Martin,37,MIL,10.0,0.2,-2.2,2015
Wesley Matthews,28,POR,16.1,6.2,3.1,2015
Jason Maxiell,31,CHO,10.4,1.4,-3.2,2015
Luc Mbah a Moute,28,PHI,10.6,1.1,-2.8,2015
James Michael McAdoo,22,GSW,17.7,0.5,-2.3,2015
Ray McCallum,23,SAC,12.5,1.4,-2.0,2015
CJ McCollum,23,POR,13.1,1.8,-0.6,2015
K.J. McDaniels,21,PHI,10.8,0.6,-2.6,2015
K.J. McDaniels,21,HOU,4.6,0.0,-9.2,2015
Doug McDermott,23,CHI,6.1,0.0,-6.0,2015
Mitch McGary,22,OKC,16.6,1.3,-1.9,2015
JaVale McGee,27,DEN,16.7,0.4,-1.2,2015
JaVale McGee,27,PHI,6.8,-0.1,-7.7,2015
Ben McLemore,21,SAC,10.4,2.5,-2.2,2015
Jerel McNeal,27,PHO,1.2,-0.1,-9.1,2015
Josh McRoberts,27,MIA,10.2,0.4,-2.8,2015
Jodie Meeks,27,DET,14.1,3.1,-0.5,2015
Khris Middleton,23,MIL,15.6,6.7,1.6,2015
C.J. Miles,27,IND,14.1,3.6,0.9,2015
Darius Miller,24,NOP,-5.1,-0.1,-11.3,2015
Quincy Miller,22,SAC,11.1,0.0,-0.1,2015
Quincy Miller,22,DET,3.6,-0.1,-7.7,2015
Patty Mills,26,SAS,13.0,1.4,-0.3,2015
Elijah Millsap,27,UTA,7.9,0.4,-3.1,2015
Paul Millsap,29,ATL,20.0,8.3,3.4,2015
Nazr Mohammed,37,CHI,8.7,0.1,-4.5,2015
Greg Monroe,24,DET,21.2,6.8,2.0,2015
E'Twaun Moore,25,CHI,10.3,0.8,-1.5,2015
Eric Moreland,23,SAC,40.8,0.0,17.2,2015
Darius Morris,24,BRK,6.7,-0.4,-6.4,2015
Marcus Morris,25,PHO,13.7,4.0,0.1,2015
Markieff Morris,25,PHO,15.8,4.6,-0.3,2015
Anthony Morrow,29,OKC,14.8,5.7,1.8,2015
Shabazz Muhammad,22,MIN,19.9,2.0,0.7,2015
Toure' Murry,25,UTA,-41.7,0.0,-56.3,2015
Toure' Murry,25,WAS,3.6,0.0,-9.3,2015
Shabazz Napier,23,MIA,9.3,0.5,-3.2,2015
Jameer Nelson,32,DAL,9.9,0.6,-1.4,2015
Jameer Nelson,32,BOS,8.7,0.0,-3.9,2015
Jameer Nelson,32,DEN,14.5,0.8,0.0,2015
Andrew Nicholson,25,ORL,10.3,0.1,-4.9,2015
Joakim Noah,29,CHI,15.3,5.6,2.1,2015
Nerlens Noel,20,PHI,15.0,4.0,-0.3,2015
Lucas Nogueira,22,TOR,5.2,0.0,-10.5,2015
Steve Novak,31,UTA,14.5,0.4,2.4,2015
Steve Novak,31,OKC,1.3,-0.1,-7.2,2015
Dirk Nowitzki,36,DAL,19.2,7.2,2.2,2015
Kyle O'Quinn,24,ORL,14.8,1.6,-0.3,2015
Victor Oladipo,22,ORL,15.9,3.5,-0.4,2015
Kelly Olynyk,23,BOS,15.9,3.6,0.4,2015
Arinze Onuaku,27,MIN,22.8,0.3,1.4,2015
Zaza Pachulia,30,MIL,15.6,4.2,0.4,2015
Jannero Pargo,35,CHO,14.9,0.2,1.8,2015
Jabari Parker,19,MIL,14.5,1.3,-0.5,2015
Tony Parker,32,SAS,15.9,4.1,-1.3,2015
Chandler Parsons,26,DAL,16.3,5.5,1.6,2015
Patrick Patterson,25,TOR,14.6,6.1,2.5,2015
Chris Paul,29,LAC,26.0,16.1,8.0,2015
Adreian Payne,23,ATL,2.9,0.0,-10.6,2015
Adreian Payne,23,MIN,7.8,-0.5,-6.8,2015
Elfrid Payton,20,ORL,13.8,2.3,-1.2,2015
Kendrick Perkins,30,OKC,7.4,0.3,-4.6,2015
Kendrick Perkins,30,CLE,4.7,-0.2,-9.7,2015
Paul Pierce,37,WAS,15.2,5.5,1.5,2015
Mason Plumlee,24,BRK,18.0,4.8,0.1,2015
Quincy Pondexter,26,MEM,7.1,0.6,-3.9,2015
Quincy Pondexter,26,NOP,11.1,2.3,-1.3,2015
Dwight Powell,23,BOS,34.9,0.0,12.9,2015
Dwight Powell,23,DAL,13.0,0.6,-1.6,2015
Phil Pressey,23,BOS,11.8,0.8,-1.2,2015
A.J. Price,28,IND,17.1,0.5,3.0,2015
A.J. Price,28,CLE,7.7,-0.1,-5.9,2015
A.J. Price,28,PHO,-1.6,-0.1,-11.8,2015
Pablo Prigioni,37,NYK,12.7,1.2,0.1,2015
Pablo Prigioni,37,HOU,11.4,1.1,-0.2,2015
Zach Randolph,33,MEM,19.5,7.2,1.3,2015
Jason Richardson,34,PHI,11.7,0.4,-1.3,2015
Austin Rivers,22,NOP,10.1,0.7,-3.0,2015
Austin Rivers,22,LAC,10.6,0.8,-2.7,2015
Andre Roberson,23,OKC,9.1,2.1,-0.7,2015
Nate Robinson,30,DEN,10.6,0.2,-3.1,2015
Nate Robinson,30,LAC,10.4,0.0,-2.7,2015
Thomas Robinson,23,POR,11.0,0.5,-3.3,2015
Thomas Robinson,23,PHI,19.3,1.0,-0.7,2015
Rajon Rondo,28,BOS,15.4,0.9,0.4,2015
Rajon Rondo,28,DAL,12.4,0.6,-1.5,2015
Derrick Rose,26,CHI,15.9,1.2,-0.6,2015
Ricky Rubio,24,MIN,15.2,0.5,-0.1,2015
Brandon Rush,29,GSW,0.8,-0.3,-7.3,2015
Robert Sacre,25,LAL,10.9,0.8,-3.5,2015
JaKarr Sampson,21,PHI,9.4,0.6,-4.2,2015
Larry Sanders,26,MIL,15.2,1.6,-1.0,2015
Luis Scola,34,IND,16.8,4.4,-0.3,2015
Mike Scott,26,ATL,15.1,2.7,-0.5,2015
Thabo Sefolosha,30,ATL,13.8,2.5,1.0,2015
Ramon Sessions,28,SAC,8.1,-0.3,-5.1,2015
Ramon Sessions,28,WAS,14.7,1.4,0.1,2015
Iman Shumpert,24,NYK,11.9,0.3,-2.0,2015
Iman Shumpert,24,CLE,11.1,1.2,-0.1,2015
Henry Sims,24,PHI,14.5,2.1,-2.8,2015
Kyle Singler,26,DET,9.4,1.6,-1.7,2015
Kyle Singler,26,OKC,5.8,0.4,-3.2,2015
Donald Sloan,27,IND,13.1,2.0,-0.1,2015
Greg Smith,24,DAL,10.2,0.8,-2.6,2015
J.R. Smith,29,NYK,11.5,-0.1,-2.8,2015
J.R. Smith,29,CLE,14.5,3.8,2.2,2015
Jason Smith,28,NYK,12.0,1.2,-3.8,2015
Marreese Speights,27,GSW,19.5,4.0,-1.9,2015
Tiago Splitter,30,SAS,18.9,4.0,2.3,2015
Nik Stauskas,21,SAC,7.5,0.5,-3.3,2015
Lance Stephenson,24,CHO,8.8,-0.9,-4.5,2015
Greg Stiemsma,29,TOR,7.8,0.1,-6.0,2015
David Stockton,23,SAC,10.8,0.0,-3.9,2015
Jarnell Stokes,21,MEM,18.6,0.5,-1.1,2015
Amar'e Stoudemire,32,NYK,19.5,2.2,-0.6,2015
Amar'e Stoudemire,32,DAL,22.3,1.4,1.9,2015
Jared Sullinger,22,BOS,17.9,4.0,1.1,2015
Jeff Teague,26,ATL,20.6,7.7,2.9,2015
Sebastian Telfair,29,OKC,11.4,0.4,-1.4,2015
Jason Terry,37,HOU,11.4,3.6,0.5,2015
Isaiah Thomas,25,PHO,19.7,4.0,2.5,2015
Isaiah Thomas,25,BOS,22.3,2.1,4.6,2015
Lance Thomas,26,OKC,6.6,0.0,-4.7,2015
Lance Thomas,26,NYK,8.6,-0.5,-5.9,2015
Jason Thompson,28,SAC,10.2,2.4,-2.8,2015
Klay Thompson,24,GSW,20.8,8.8,4.4,2015
Tristan Thompson,23,CLE,15.6,6.8,-1.2,2015
Marcus Thornton,27,BOS,15.8,1.4,2.0,2015
Marcus Thornton,27,PHO,8.3,-0.1,-4.9,2015
Anthony Tolliver,29,PHO,7.8,0.2,-2.5,2015
Anthony Tolliver,29,DET,11.8,2.5,-1.1,2015
Evan Turner,26,BOS,12.8,2.5,-1.0,2015
Ekpe Udoh,27,LAC,11.6,0.3,-1.2,2015
Beno Udrih,32,MEM,15.4,3.6,0.5,2015
Dwyane Wade,33,MIA,21.4,3.5,2.1,2015
Dion Waiters,23,CLE,12.2,0.5,-2.6,2015
Dion Waiters,23,OKC,10.1,0.7,-3.7,2015
Kemba Walker,24,CHO,17.6,4.5,2.3,2015
John Wall,24,WAS,19.9,7.8,3.6,2015
Travis Wear,24,NYK,8.5,-0.3,-5.5,2015
Martell Webster,28,WAS,5.9,0.0,-5.6,2015
Russell Westbrook,26,OKC,29.1,10.6,8.1,2015
Hassan Whiteside,25,MIA,26.2,5.3,4.1,2015
Andrew Wiggins,19,MIN,13.9,2.1,-2.4,2015
C.J. Wilcox,24,LAC,8.5,0.0,-4.9,2015
Deron Williams,30,BRK,15.7,3.6,0.2,2015
Derrick Williams,23,SAC,12.8,2.1,-2.0,2015
Elliot Williams,25,UTA,14.4,0.1,3.6,2015
Elliot Williams,25,NOP,5.6,0.0,-6.4,2015
Lou Williams,28,TOR,19.9,6.6,2.6,2015
Mo Williams,32,MIN,14.4,0.7,-2.2,2015
Mo Williams,32,CHO,16.9,1.4,1.1,2015
Jeff Withey,24,NOP,17.6,0.8,-0.5,2015
Nate Wolters,23,MIL,5.4,0.1,-4.6,2015
Nate Wolters,23,NOP,3.5,-0.2,-7.5,2015
Brandan Wright,27,DAL,25.7,2.9,5.6,2015
Brandan Wright,27,BOS,15.0,0.2,1.0,2015
Brandan Wright,27,PHO,17.8,3.0,2.9,2015
Dorell Wright,29,POR,13.4,1.6,1.8,2015
James Young,19,BOS,8.5,0.3,-3.4,2015
Nick Young,29,LAL,14.2,1.2,-1.3,2015
Thaddeus Young,26,MIN,15.0,1.4,-0.5,2015
Thaddeus Young,26,BRK,17.1,1.6,0.5,2015
Cody Zeller,22,CHO,14.1,3.8,-0.6,2015
Tyler Zeller,25,BOS,18.9,6.5,0.9,2015
Quincy Acy,23,TOR,17.2,0.2,5.0,2014
Quincy Acy,23,SAC,9.6,1.3,-2.2,2014
Steven Adams,20,OKC,11.2,2.9,-2.2,2014
Jeff Adrien,27,CHO,14.9,0.9,0.0,2014
Jeff Adrien,27,MIL,18.4,1.8,-1.2,2014
Alexis Ajinça,25,NOP,14.6,2.1,-2.6,2014
Cole Aldrich,25,NYK,19.1,1.2,1.5,2014
LaMarcus Aldridge,28,POR,21.8,7.5,2.3,2014
Ray Allen*,38,MIA,12.8,4.1,-0.4,2014
Tony Allen,32,MEM,15.6,2.7,1.0,2014
Al-Farouq Aminu,23,NOP,13.2,3.1,-0.6,2014
Lou Amundson,31,NOP,9.2,0.1,-6.5,2014
Lou Amundson,31,CHI,0.0,0.0,-8.3,2014
Alan Anderson,31,BRK,9.5,1.7,-2.8,2014
Carmelo Anthony,29,NYK,24.4,10.7,5.0,2014
Trevor Ariza,28,WAS,15.8,8.0,2.3,2014
Darrell Arthur,25,DEN,9.4,0.7,-3.2,2014
Leandro Barbosa,31,PHO,11.5,0.4,-2.8,2014
J.J. Barea,29,MIN,11.6,0.7,-2.7,2014
Will Barton,23,POR,13.5,0.6,-1.3,2014
Shane Battier,35,MIA,8.7,2.4,0.0,2014
Nicolas Batum,25,POR,15.8,7.9,3.4,2014
Jerryd Bayless,25,MEM,11.3,1.0,-2.1,2014
Jerryd Bayless,25,BOS,12.5,1.4,-1.7,2014
Aron Baynes,27,SAS,9.7,0.6,-5.7,2014
Kent Bazemore,24,GSW,6.2,-0.2,-5.0,2014
Kent Bazemore,24,LAL,13.3,0.4,-2.5,2014
Bradley Beal,20,WAS,14.3,4.0,-0.4,2014
Marco Belinelli,27,SAS,15.0,5.9,1.3,2014
Anthony Bennett,20,CLE,6.9,-0.4,-7.4,2014
Patrick Beverley,25,HOU,12.4,4.2,0.6,2014
Chauncey Billups,37,DET,5.3,-0.3,-5.8,2014
Bismack Biyombo,21,CHO,13.3,3.2,-1.2,2014
DeJuan Blair,24,DAL,17.3,3.4,-1.1,2014
Steve Blake,33,LAL,12.1,0.8,-1.2,2014
Steve Blake,33,GSW,9.4,1.1,-1.0,2014
Andray Blatche,27,BRK,18.8,3.7,0.0,2014
Eric Bledsoe,24,PHO,19.6,4.1,3.1,2014
Vander Blue,21,BOS,0.5,-0.1,-13.8,2014
Andrew Bogut,29,GSW,17.0,6.5,3.0,2014
Trevor Booker,26,WAS,15.0,4.3,-0.1,2014
Chris Bosh,29,MIA,19.0,8.0,0.8,2014
Avery Bradley,23,BOS,12.7,1.8,-1.9,2014
Corey Brewer,27,MIN,12.7,5.2,-0.2,2014
Ronnie Brewer,28,HOU,3.5,0.0,-2.3,2014
Ronnie Brewer,28,CHI,0.0,0.0,-8.3,2014
Aaron Brooks,29,HOU,11.9,1.1,-0.4,2014
Aaron Brooks,29,DEN,12.9,1.0,-1.5,2014
MarShon Brooks,25,BOS,10.7,0.0,-2.2,2014
MarShon Brooks,25,GSW,24.3,0.0,-1.6,2014
MarShon Brooks,25,LAL,16.5,0.3,-0.7,2014
Lorenzo Brown,23,PHI,8.2,-0.3,-5.2,2014
Chase Budinger,25,MIN,9.7,0.9,-2.5,2014
Reggie Bullock,22,LAC,6.7,0.2,-3.3,2014
Trey Burke,21,UTA,12.6,0.9,-2.6,2014
Alec Burks,22,UTA,15.8,3.2,-0.8,2014
Caron Butler,33,MIL,12.4,0.2,-2.9,2014
Caron Butler,33,OKC,11.9,1.6,0.7,2014
Jimmy Butler,24,CHI,13.5,7.1,1.1,2014
Rasual Butler,34,IND,12.2,1.1,0.3,2014
Nick Calathes,24,MEM,12.3,1.5,-0.9,2014
Kentavious Caldwell-Pope,20,DET,9.4,1.8,-2.6,2014
Isaiah Canaan,22,HOU,9.5,0.2,-4.0,2014
DeMarre Carroll,27,ATL,13.9,5.8,0.7,2014
Vince Carter,37,DAL,15.9,4.3,1.2,2014
Omri Casspi,25,HOU,12.9,2.4,-0.3,2014
Mario Chalmers,27,MIA,14.0,4.8,0.2,2014
Tyson Chandler,31,NYK,16.4,4.9,0.2,2014
Wilson Chandler,26,DEN,12.4,3.1,-0.8,2014
Josh Childress,30,NOP,3.9,0.0,-3.3,2014
Dionte Christmas,27,PHO,11.1,0.3,-1.8,2014
Ian Clark,22,UTA,9.2,-0.1,-3.2,2014
Victor Claver,25,POR,8.8,0.2,-3.2,2014
Darren Collison,26,LAC,16.2,5.9,1.5,2014
Nick Collison,33,OKC,11.8,3.6,-0.9,2014
DeMarcus Cousins,23,SAC,26.1,7.9,5.2,2014
Jamal Crawford,33,LAC,17.3,5.3,1.6,2014
Jordan Crawford,25,BOS,15.7,2.4,0.5,2014
Jordan Crawford,25,GSW,11.9,0.4,-2.7,2014
Jae Crowder,23,DAL,11.9,2.3,0.2,2014
Dante Cunningham,26,MIN,12.6,2.9,-0.8,2014
Jared Cunningham,22,ATL,-1.8,-0.1,-11.4,2014
Jared Cunningham,22,SAC,12.4,0.2,-1.3,2014
Seth Curry,23,MEM,0.0,0.0,-6.6,2014
Seth Curry,23,CLE,19.9,0.0,9.7,2014
Stephen Curry,25,GSW,24.1,13.4,7.4,2014
Troy Daniels,22,HOU,16.0,0.2,0.4,2014
Anthony Davis,20,NOP,26.5,10.4,4.8,2014
Ed Davis,24,MEM,15.9,2.6,-1.2,2014
Glen Davis,28,ORL,13.7,1.5,-2.1,2014
Glen Davis,28,LAC,10.3,0.5,-4.3,2014
Austin Daye,25,TOR,2.4,0.0,-10.3,2014
Austin Daye,25,SAS,13.5,0.2,-1.9,2014
Dewayne Dedmon,24,GSW,-5.1,0.0,-13.6,2014
Dewayne Dedmon,24,PHI,8.7,0.1,-5.8,2014
Dewayne Dedmon,24,ORL,12.5,0.5,-3.8,2014
Matthew Dellavedova,23,CLE,10.7,2.1,-1.8,2014
Luol Deng,28,CHI,17.0,2.4,2.5,2014
Luol Deng,28,CLE,14.0,2.2,-0.9,2014
